[NX Daemon Server] - 2024-12-02T06:18:14.470Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:18:14.477Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:18:14.486Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.492Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.523Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:18:14.533Z - [REQUEST]: Responding to the client. Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.536Z - Done responding to the client Shutdown initiated
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Handled FORCE_SHUTDOWN. Handling time: 1. Response time: 4.
[NX Daemon Server] - 2024-12-02T06:18:14.537Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (sources)
[NX Daemon Server] - 2024-12-02T06:18:14.538Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (outputs)
[NX Daemon Server] - 2024-12-02T06:22:19.252Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-02T06:22:19.264Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-02T06:22:19.269Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.272Z - Established a connection. Number of open connections: 2
[NX Daemon Server] - 2024-12-02T06:22:19.277Z - Closed a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-02T06:22:19.282Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.059Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:22:20.119Z - Time taken for 'loadNxPlugins' 762.2035999894142ms
[NX Daemon Server] - 2024-12-02T06:22:20.994Z - Time taken for 'build-project-configs' 799.1624000072479ms
[NX Daemon Server] - 2024-12-02T06:22:21.190Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:28:02.635Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.683Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.766Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.846Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:02.931Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.063Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.114Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.281Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.368Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.437Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.529Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.562Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.725Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.923Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:03.983Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:06.568Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:06.569Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:06.643Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:06.720Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:06.796Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:06.901Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.013Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.180Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.284Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.348Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.421Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.557Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.631Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.657Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.728Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.838Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.864Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.914Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:07.979Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.011Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.174Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.175Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.283Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.365Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.406Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.462Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:08.546Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:11.956Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:12.086Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:12.553Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:13.124Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:13.165Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:13.378Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:13.433Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:13.872Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:14.220Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:14.220Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:14.221Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:14.221Z - Handled RECORD_OUTPUTS_HASH. Handling time: 208. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:28:15.399Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:16.360Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:16.360Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:16.360Z - Handled RECORD_OUTPUTS_HASH. Handling time: 38. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:28:16.434Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:16.737Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:16.737Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:16.737Z - Handled RECORD_OUTPUTS_HASH. Handling time: 18. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:28:25.076Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:25.746Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:31.889Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:34.303Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:34.421Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:34.421Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:28:34.421Z - Handled RECORD_OUTPUTS_HASH. Handling time: 8. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:28:50.414Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.468Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.521Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.654Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.688Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.764Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.829Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.888Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.947Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:50.994Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:51.055Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:51.262Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:51.319Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:51.383Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:28:51.556Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:00.688Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:00.741Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:00.792Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:00.855Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:00.915Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:01.082Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:01.145Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:01.362Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.321Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.373Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.427Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.480Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.533Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.659Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:08.831Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.227Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.281Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.342Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.394Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.459Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.605Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.661Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:16.801Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:17.347Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.131Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.203Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.279Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.346Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.442Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.471Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.700Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:18.824Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:19.791Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:19.873Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:19.914Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:19.989Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:20.082Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:20.392Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:20.537Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:20.605Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:24.461Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:24.462Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:24.462Z - Handled RECORD_OUTPUTS_HASH. Handling time: 32. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:29:38.846Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:38.967Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:39.067Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:39.316Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:39.567Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:39.751Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:39.751Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:39.752Z - Handled RECORD_OUTPUTS_HASH. Handling time: 17. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:29:40.106Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:40.790Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:41.171Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:41.361Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:41.361Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:41.361Z - Handled RECORD_OUTPUTS_HASH. Handling time: 20. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:29:41.804Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:42.028Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:42.028Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:42.028Z - Handled RECORD_OUTPUTS_HASH. Handling time: 21. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:29:51.173Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:51.431Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:51.529Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:51.851Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:51.851Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:51.852Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:51.852Z - Handled RECORD_OUTPUTS_HASH. Handling time: 94. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:29:52.131Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:52.343Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:52.432Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:29:52.569Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:52.569Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:29:52.569Z - Handled RECORD_OUTPUTS_HASH. Handling time: 14. Response time: 0.
[NX Daemon Server] - 2024-12-02T06:30:01.157Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:01.237Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:01.326Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:01.393Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:06.390Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:06.434Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:06.533Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:06.594Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:30:06.788Z - [REQUEST]: Responding to the client. recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:30:06.788Z - Done responding to the client recordOutputsHash
[NX Daemon Server] - 2024-12-02T06:30:06.788Z - Handled RECORD_OUTPUTS_HASH. Handling time: 16. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:30:07.032Z - [REQUEST]: Responding to the client. handleRecordTaskRuns
[NX Daemon Server] - 2024-12-02T06:30:07.032Z - Done responding to the client handleRecordTaskRuns
[NX Daemon Server] - 2024-12-02T06:30:07.032Z - Handled RECORD_TASK_RUNS. Handling time: 11. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:30:07.039Z - [REQUEST]: Responding to the client. handleGetFlakyTasks
[NX Daemon Server] - 2024-12-02T06:30:07.040Z - Done responding to the client handleGetFlakyTasks
[NX Daemon Server] - 2024-12-02T06:30:07.040Z - Handled GET_FLAKY_TASKS. Handling time: 3. Response time: 1.
[NX Daemon Server] - 2024-12-02T06:30:07.710Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-02T06:37:17.858Z - [WATCHER]: packages/core/admin/admin/src/components/PageHelpers.tsx was modified
[NX Daemon Server] - 2024-12-02T06:37:17.872Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:37:18.738Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:37:18.738Z - [REQUEST]: packages/core/admin/admin/src/components/PageHelpers.tsx
[NX Daemon Server] - 2024-12-02T06:37:18.738Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:37:18.925Z - Time taken for 'hash changed files from watcher' 39.87300002574921ms
[NX Daemon Server] - 2024-12-02T06:37:19.565Z - Time taken for 'build-project-configs' 462.1115999817848ms
[NX Daemon Server] - 2024-12-02T06:37:20.088Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:37:20.133Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T06:37:20.134Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T06:37:20.136Z - Time taken for 'total execution time for createProjectGraph()' 509.1812000274658ms
[NX Daemon Server] - 2024-12-02T06:59:01.744Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T06:59:01.760Z - [WATCHER]: packages/core/admin/admin/src/translations/en.json was modified
[NX Daemon Server] - 2024-12-02T06:59:03.378Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T06:59:03.378Z - [REQUEST]: packages/core/admin/admin/src/translations/en.json
[NX Daemon Server] - 2024-12-02T06:59:03.378Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T06:59:03.417Z - Time taken for 'hash changed files from watcher' 13.562200009822845ms
[NX Daemon Server] - 2024-12-02T06:59:03.603Z - Time taken for 'build-project-configs' 130.69160002470016ms
[NX Daemon Server] - 2024-12-02T06:59:03.747Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T06:59:03.750Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T06:59:03.750Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T06:59:03.750Z - Time taken for 'total execution time for createProjectGraph()' 138.4869999885559ms
[NX Daemon Server] - 2024-12-02T07:01:06.283Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T07:01:06.286Z - [WATCHER]: packages/core/admin/admin/src/pages/HomePage.tsx was modified
[NX Daemon Server] - 2024-12-02T07:01:09.506Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T07:01:09.506Z - [REQUEST]: packages/core/admin/admin/src/pages/HomePage.tsx
[NX Daemon Server] - 2024-12-02T07:01:09.506Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T07:01:09.536Z - Time taken for 'hash changed files from watcher' 15.318499982357025ms
[NX Daemon Server] - 2024-12-02T07:01:09.629Z - Time taken for 'build-project-configs' 65.09119999408722ms
[NX Daemon Server] - 2024-12-02T07:01:09.757Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T07:01:09.761Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T07:01:09.761Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T07:01:09.762Z - Time taken for 'total execution time for createProjectGraph()' 100.23659998178482ms
[NX Daemon Server] - 2024-12-02T07:01:58.653Z - [WATCHER]: packages/core/admin/admin/src/pages/tests/UseCasePage.test.tsx was modified
[NX Daemon Server] - 2024-12-02T07:01:58.654Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T07:02:05.080Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T07:02:05.080Z - [REQUEST]: packages/core/admin/admin/src/pages/tests/UseCasePage.test.tsx
[NX Daemon Server] - 2024-12-02T07:02:05.080Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T07:02:05.118Z - Time taken for 'hash changed files from watcher' 16.558899998664856ms
[NX Daemon Server] - 2024-12-02T07:02:05.211Z - Time taken for 'build-project-configs' 62.910000026226044ms
[NX Daemon Server] - 2024-12-02T07:02:05.331Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T07:02:05.333Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T07:02:05.334Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T07:02:05.334Z - Time taken for 'total execution time for createProjectGraph()' 92.40439999103546ms
[NX Daemon Server] - 2024-12-02T07:10:34.330Z - [WATCHER]: packages/core/admin/admin/src/components/Onboarding.tsx was modified
[NX Daemon Server] - 2024-12-02T07:10:34.336Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T07:10:40.772Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-02T07:10:40.773Z - [REQUEST]: packages/core/admin/admin/src/components/Onboarding.tsx
[NX Daemon Server] - 2024-12-02T07:10:40.773Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-02T07:10:40.847Z - Time taken for 'hash changed files from watcher' 24.500100016593933ms
[NX Daemon Server] - 2024-12-02T07:10:41.177Z - Time taken for 'build-project-configs' 198.51520001888275ms
[NX Daemon Server] - 2024-12-02T07:10:41.401Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-02T07:10:41.405Z - [SYNC]: project graph hash is the same, not collecting task sync generators
[NX Daemon Server] - 2024-12-02T07:10:41.405Z - [SYNC]: nx.json hash is the same, not collecting global sync generators
[NX Daemon Server] - 2024-12-02T07:10:41.405Z - Time taken for 'total execution time for createProjectGraph()' 238.08660000562668ms
[NX Daemon Server] - 2024-12-02T07:46:03.303Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-12-02T07:46:03.407Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (sources)
[NX Daemon Server] - 2024-12-02T07:46:03.408Z - [WATCHER]: Stopping the watcher for C:\Users\aswini.u\Desktop\strapi\strapi (outputs)
[NX Daemon Server] - 2024-12-02T07:46:03.501Z - Server stopped because: "LOCK_FILES_CHANGED"
[NX Daemon Server] - 2024-12-03T05:58:37.787Z - Started listening on: \\.\pipe\nx\C:\Users\aswini.u\AppData\Local\Temp\4553a8e9289a6136d72c\d.sock
[NX Daemon Server] - 2024-12-03T05:58:37.797Z - [WATCHER]: Subscribed to changes within: C:\Users\aswini.u\Desktop\strapi\strapi (native)
[NX Daemon Server] - 2024-12-03T05:58:37.800Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-03T05:58:37.805Z - Closed a connection. Number of open connections: 0
[NX Daemon Server] - 2024-12-03T05:58:37.806Z - Established a connection. Number of open connections: 1
[NX Daemon Server] - 2024-12-03T05:58:37.811Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-12-03T05:58:38.511Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-12-03T05:58:38.511Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-03T05:58:38.511Z - [REQUEST]: 
[NX Daemon Server] - 2024-12-03T05:58:38.540Z - Time taken for 'loadNxPlugins' 690.9628000259399ms
[NX Daemon Server] - 2024-12-03T05:58:58.559Z - Time taken for 'build-project-configs' 19902.714200019836ms
[NX Daemon Server] - 2024-12-03T05:58:58.728Z - [SYNC]: collect registered sync generators
[NX Daemon Server] - 2024-12-03T05:58:58.731Z - [REQUEST]: Responding to the client. project-graph
